0.00000000e+00,2.86603258e+01,2.24261320e+02
3.54449622e-02,2.86028346e+01,2.23824417e+02
7.08869655e-02,2.85467871e+01,2.23406721e+02
1.06324599e-01,2.84840244e+01,2.22939559e+02
1.41760932e-01,2.84179878e+01,2.22512637e+02
1.77200255e-01,2.83575022e+01,2.22269617e+02
2.12645545e-01,2.83015636e+01,2.22193056e+02
2.48098453e-01,2.82409795e+01,2.22129506e+02
2.83559916e-01,2.81740352e+01,2.22012793e+02
3.19029618e-01,2.81096645e+01,2.21925248e+02
3.54505812e-01,2.80526862e+01,2.21918653e+02
3.89985456e-01,2.79958372e+01,2.21914023e+02
4.25465526e-01,2.79319801e+01,2.21856594e+02
4.60946040e-01,2.78657943e+01,2.21852043e+02
4.96430813e-01,2.78053422e+01,2.22030944e+02
5.31924916e-01,2.77481662e+01,2.22352227e+02
5.67431809e-01,2.76855173e+01,2.22664906e+02
6.02950754e-01,2.76174376e+01,2.22926168e+02
6.38478099e-01,2.75530139e+01,2.23226080e+02
6.74011255e-01,2.74951469e+01,2.23597339e+02
7.09549139e-01,2.74356601e+01,2.23952025e+02
7.45090858e-01,2.73690201e+01,2.24255183e+02
7.80636577e-01,2.73014003e+01,2.24626933e+02
8.16188399e-01,2.72399148e+01,2.25181108e+02
8.51750298e-01,2.71803572e+01,2.25850955e+02
8.87325934e-01,2.71143287e+01,2.26488649e+02
9.22915774e-01,2.70436538e+01,2.27076755e+02
9.58517123e-01,2.69774663e+01,2.27708812e+02
9.94125952e-01,2.69169387e+01,2.28399004e+02
1.02973904e+00,2.68534296e+01,2.29056449e+02
1.06535570e+00,2.67830588e+01,2.29666594e+02
1.10097857e+00,2.67129615e+01,2.30358615e+02
1.13661117e+00,2.66486977e+01,2.31220032e+02
1.17225588e+00,2.65845809e+01,2.32160128e+02
1.20791382e+00,2.65134475e+01,2.33046747e+02
1.24358480e+00,2.64391016e+01,2.33889631e+02
1.27926770e+00,2.63701154e+01,2.34778900e+02
1.31495965e+00,2.63053554e+01,2.35702487e+02
1.35065693e+00,2.62359043e+01,2.36568616e+02
1.38635769e+00,2.61600890e+01,2.37392414e+02
1.42206426e+00,2.60859796e+01,2.38309618e+02
1.45778079e+00,2.60173562e+01,2.39376266e+02
1.49351082e+00,2.59471785e+01,2.40478708e+02
1.52925545e+00,2.58697030e+01,2.41504045e+02
1.56501313e+00,2.57904720e+01,2.42490820e+02
1.60078138e+00,2.57169330e+01,2.43518361e+02
1.63655750e+00,2.56458235e+01,2.44548380e+02
1.67233942e+00,2.55688242e+01,2.45497937e+02
1.70812662e+00,2.54867012e+01,2.46413646e+02
1.74392092e+00,2.54077172e+01,2.47431411e+02
1.77972556e+00,2.53331702e+01,2.48568610e+02
1.81554392e+00,2.52550825e+01,2.49693826e+02
1.85137765e+00,2.51699787e+01,2.50723422e+02
1.88722541e+00,2.50850262e+01,2.51720832e+02
1.92308423e+00,2.50059013e+01,2.52749046e+02
1.95895080e+00,2.49271427e+01,2.53746006e+02
1.99482258e+00,2.48415789e+01,2.54644978e+02
2.03070008e+00,2.47525300e+01,2.55523955e+02
2.06658633e+00,2.46678048e+01,2.56507290e+02
2.10248503e+00,2.45860988e+01,2.57573839e+02
2.13839889e+00,2.44992469e+01,2.58587112e+02
2.17432832e+00,2.44064456e+01,2.59498574e+02
2.21027123e+00,2.43157880e+01,2.60387597e+02
2.24622483e+00,2.42303456e+01,2.61288636e+02
2.28218631e+00,2.41429199e+01,2.62123593e+02
2.31815402e+00,2.40484873e+01,2.62856630e+02
2.35412887e+00,2.39528615e+01,2.63594704e+02
2.39011380e+00,2.38625634e+01,2.64438596e+02
2.42611252e+00,2.37734674e+01,2.65324136e+02
2.46212784e+00,2.36779123e+01,2.66120700e+02
2.49815993e+00,2.35779508e+01,2.66820878e+02
2.53420605e+00,2.34818401e+01,2.67510549e+02
2.57026257e+00,2.33898797e+01,2.68192763e+02
2.60632654e+00,2.32940418e+01,2.68781828e+02
2.64239768e+00,2.31919877e+01,2.69279723e+02
2.67847826e+00,2.30910516e+01,2.69812617e+02
2.71457146e+00,2.29953848e+01,2.70444010e+02
2.75067994e+00,2.28987606e+01,2.71074957e+02
2.78680529e+00,2.27954376e+01,2.71596170e+02
2.82294751e+00,2.26901802e+01,2.72039653e+02
2.85910462e+00,2.25899142e+01,2.72482178e+02
2.89527306e+00,2.24916874e+01,2.72891040e+02
2.93144925e+00,2.23879716e+01,2.73190987e+02
2.96763258e+00,2.22799305e+01,2.73428895e+02
3.00382629e+00,2.21754455e+01,2.73732852e+02
3.04003476e+00,2.20753632e+01,2.74116841e+02
3.07626108e+00,2.19720090e+01,2.74457882e+02
3.11250563e+00,2.18625881e+01,2.74685557e+02
3.14876629e+00,2.17539728e+01,2.74863381e+02
3.18504024e+00,2.16505628e+01,2.75040900e+02
3.22132500e+00,2.15466408e+01,2.75155854e+02
3.25761898e+00,2.14365979e+01,2.75161967e+02
3.29392233e+00,2.13250313e+01,2.75150643e+02
3.33023716e+00,2.12187940e+01,2.75229743e+02
3.36656695e+00,2.11149757e+01,2.75355139e+02
3.40291496e+00,2.10059197e+01,2.75399584e+02
3.43928223e+00,2.08925384e+01,2.75343276e+02
3.47566651e+00,2.07825917e+01,2.75267676e+02
3.51206357e+00,2.06769944e+01,2.75183557e+02
3.54846980e+00,2.05683161e+01,2.75011051e+02
3.58488466e+00,2.04540909e+01,2.74747770e+02
3.62131054e+00,2.03413738e+01,2.74514830e+02
3.65775060e+00,2.02344559e+01,2.74378745e+02
3.69420724e+00,2.01273818e+01,2.74246645e+02
3.73068197e+00,2.00143641e+01,2.74011666e+02
3.76717506e+00,1.98997678e+01,2.73703270e+02
3.80368461e+00,1.97901115e+01,2.73394937e+02
3.84020660e+00,1.96824824e+01,2.73055416e+02
3.87673645e+00,1.95699274e+01,2.72615269e+02
3.91327258e+00,1.94541417e+01,2.72125667e+02
3.94981537e+00,1.93427406e+01,2.71708623e+02
3.98636591e+00,1.92358974e+01,2.71368361e+02
4.02292515e+00,1.91260123e+01,2.70984348e+02
4.05949323e+00,1.90109934e+01,2.70498150e+02
4.09606960e+00,1.88976478e+01,2.69976121e+02
4.13265397e+00,1.87893450e+01,2.69457412e+02
4.16924622e+00,1.86801007e+01,2.68877509e+02
4.20584594e+00,1.85655176e+01,2.68204804e+02
4.24245263e+00,1.84509845e+01,2.67537393e+02
4.27906632e+00,1.83423273e+01,2.66965501e+02
4.31568798e+00,1.82355248e+01,2.66427863e+02
4.35231799e+00,1.81237696e+01,2.65809190e+02
4.38895636e+00,1.80093109e+01,2.65111710e+02
4.42560210e+00,1.78990889e+01,2.64411451e+02
4.46225466e+00,1.77921985e+01,2.63699638e+02
4.49891356e+00,1.76816246e+01,2.62902398e+02
4.53557846e+00,1.75671351e+01,2.62043461e+02
4.57224943e+00,1.74560979e+01,2.61242479e+02
4.60892686e+00,1.73505887e+01,2.60531731e+02
4.64561126e+00,1.72437174e+01,2.59804266e+02
4.68230287e+00,1.71316596e+01,2.58981818e+02
4.71900161e+00,1.70200755e+01,2.58116915e+02
4.75570757e+00,1.69136447e+01,2.57264607e+02
4.79242080e+00,1.68076993e+01,2.56373467e+02
4.82914091e+00,1.66968641e+01,2.55394089e+02
4.86586738e+00,1.65850924e+01,2.54403259e+02
4.90260000e+00,1.64789390e+01,2.53503135e+02
4.93933924e+00,1.63759919e+01,2.52658834e+02
4.97608593e+00,1.62690730e+01,2.51753815e+02
5.01284038e+00,1.61587550e+01,2.50769281e+02
5.04960238e+00,1.60518925e+01,2.49779559e+02
5.08637172e+00,1.59491161e+01,2.48794315e+02
5.12314812e+00,1.58438196e+01,2.47742545e+02
5.15993117e+00,1.57343689e+01,2.46625937e+02
5.19672053e+00,1.56274602e+01,2.45553635e+02
5.23351622e+00,1.55263867e+01,2.44575538e+02
5.27031881e+00,1.54252180e+01,2.43601482e+02
5.30712887e+00,1.53192185e+01,2.42545104e+02
5.34394637e+00,1.52129107e+01,2.41445215e+02
5.38077113e+00,1.51115209e+01,2.40363082e+02
5.41760293e+00,1.50114858e+01,2.39259203e+02
5.45444142e+00,1.49071295e+01,2.38077045e+02
5.49128624e+00,1.48013422e+01,2.36877182e+02
5.52813734e+00,1.47007666e+01,2.35762413e+02
5.56499510e+00,1.46040362e+01,2.34713427e+02
5.60186007e+00,1.45041255e+01,2.33619203e+02
5.63873237e+00,1.44006530e+01,2.32451437e+02
5.67561191e+00,1.43001148e+01,2.31281236e+02
5.71249869e+00,1.42039005e+01,2.30126902e+02
5.74939261e+00,1.41058586e+01,2.28920068e+02
5.78629306e+00,1.40037402e+01,2.27650877e+02
5.82319953e+00,1.39037103e+01,2.26419994e+02
5.86011203e+00,1.38095336e+01,2.25284598e+02
5.89703130e+00,1.37158703e+01,2.24164830e+02
5.93395814e+00,1.36176776e+01,2.22972845e+02
5.97089251e+00,1.35188792e+01,2.21741272e+02
6.00783405e+00,1.34248583e+01,2.20533950e+02
6.04478237e+00,1.33326103e+01,2.19317810e+02
6.08173714e+00,1.32363852e+01,2.18032758e+02
6.11869811e+00,1.31385134e+01,2.16728897e+02
6.15566531e+00,1.30455864e+01,2.15506596e+02
6.19263903e+00,1.29567708e+01,2.14354392e+02
6.22961972e+00,1.28652473e+01,2.13167007e+02
6.26660745e+00,1.27701925e+01,2.11913505e+02
6.30360220e+00,1.26777748e+01,2.10662270e+02
6.34060402e+00,1.25896822e+01,2.09434909e+02
6.37761279e+00,1.25001463e+01,2.08166049e+02
6.41462785e+00,1.24067410e+01,2.06840635e+02
6.45164867e+00,1.23152153e+01,2.05551614e+02
6.48867534e+00,1.22293544e+01,2.04356115e+02
6.52570859e+00,1.21441977e+01,2.03180756e+02
6.56274904e+00,1.20548351e+01,2.01942008e+02
6.59979658e+00,1.19649005e+01,2.00670896e+02
6.63685097e+00,1.18795436e+01,1.99429108e+02
6.67391209e+00,1.17959332e+01,1.98185181e+02
6.71097963e+00,1.17085984e+01,1.96880553e+02
6.74805302e+00,1.16197977e+01,1.95561714e+02
6.78513207e+00,1.15357956e+01,1.94322829e+02
6.82221720e+00,1.14556924e+01,1.93151641e+02
6.85930917e+00,1.13729750e+01,1.91948776e+02
6.89640817e+00,1.12870225e+01,1.90688473e+02
6.93351398e+00,1.12037849e+01,1.89438300e+02
6.97062629e+00,1.11246527e+01,1.88216330e+02
7.00774493e+00,1.10439747e+01,1.86957264e+02
7.04486963e+00,1.09596675e+01,1.85648302e+02
7.08200017e+00,1.08774311e+01,1.84379312e+02
7.11913654e+00,1.08006655e+01,1.83201020e+02
7.15627904e+00,1.07243514e+01,1.82039801e+02
7.19342798e+00,1.06439694e+01,1.80819649e+02
7.23058356e+00,1.05633151e+01,1.79576610e+02
7.26774599e+00,1.04871735e+01,1.78368865e+02
7.30491512e+00,1.04124873e+01,1.77161108e+02
7.34209035e+00,1.03341304e+01,1.75897156e+02
7.37927089e+00,1.02546550e+01,1.74625400e+02
7.41645664e+00,1.01799677e+01,1.73434002e+02
7.45364834e+00,1.01087435e+01,1.72304480e+02
7.49084676e+00,1.00347802e+01,1.71142298e+02
7.52805187e+00,9.95799858e+00,1.69930875e+02
